txn_id,sender_upi_id,receiver_user_id,txn_amount,txn_type,txn_hour,time_gap_prev_txn_min,rapid_forward_flag,upi_to_imps_flag,similar_amount_burst_flag,high_frequency_flag
T56,S2679@upi,U779,2909.92875018996,IMPS,11,11.088359931565025,1,0,0,0
T57,S1181@upi,U1622,940.5753597391595,UPI,8,235.0702042337884,1,0,0,1
T58,S1800@upi,U603,2439.1105428429537,UPI,14,170.2037911280873,1,0,0,0
T59,S695@upi,U1269,6825.421136266337,UPI,21,242.25890915361134,0,0,0,0
T60,S886@upi,U4938,8560.866926196351,IMPS,19,46.75038546669766,0,0,1,0
T61,S302@upi,U2299,8389.856694152306,UPI,7,1.8082582987695632,0,0,1,0
T62,S1121@upi,U3541,6234.921420209865,UPI,22,73.361668230574,1,0,0,1
T63,S2821@upi,U2351,6653.215025300471,UPI,5,252.77513531227373,0,0,0,0
T64,S93@upi,U3532,6760.120108423285,UPI,0,178.80693332407728,1,0,0,0
T65,S1815@upi,U150,943.2517501613675,IMPS,8,41.35636356455774,0,0,1,0
T66,S311@upi,U2709,3565.601690920162,IMPS,4,196.10230531666735,1,1,0,0
T67,S2687@upi,U4137,7381.335192211983,IMPS,12,80.3738703478722,0,0,0,0
T68,S2819@upi,U2453,9160.703563382887,UPI,4,161.96134462168644,0,0,0,0
T69,S1185@upi,U2076,5217.58267794121,IMPS,0,108.43806859759546,0,0,0,0
T70,S2512@upi,U103,3289.726366160454,UPI,21,20.9124117911739,0,0,0,1
T71,S1754@upi,U112,3943.7326861752285,IMPS,7,13.161457129540562,0,0,0,1
T72,S2379@upi,U1600,4123.089558972348,UPI,16,160.89185270834383,0,0,0,0
T73,S265@upi,U3162,4799.895398118547,IMPS,2,134.1323791995903,0,0,0,0
T74,S1892@upi,U4424,7246.402363374654,UPI,14,245.94830091507237,0,0,1,0
T75,S2524@upi,U2733,1906.8433737233036,UPI,13,76.52630279719303,0,0,0,0
T76,S2146@upi,U4651,9789.624796718115,UPI,3,103.03643272477328,0,0,0,1
T77,S1004@upi,U4987,4642.777045187538,IMPS,2,286.9888863867054,0,1,0,0
T78,S1583@upi,U337,9622.155487205122,UPI,22,278.350174428007,0,0,0,0
T79,S57@upi,U446,9589.809159208375,UPI,20,199.2030258853757,0,0,0,0
T80,S219@upi,U3088,7342.84686232648,IMPS,12,212.2531033356596,0,1,0,0
T81,S2899@upi,U2454,9982.182930764488,UPI,21,138.71970829050164,1,0,0,0
T82,S2861@upi,U2598,9496.971919194702,UPI,1,125.9623441088166,0,0,0,0
T83,S924@upi,U1729,1498.5576847968264,IMPS,17,68.94903015919377,0,0,0,0
T84,S1418@upi,U2390,7797.118392146139,IMPS,16,13.854683248976627,0,0,0,1
T85,S726@upi,U1689,2894.215546707098,UPI,16,240.87919928102886,1,0,0,0
T86,S2939@upi,U1298,9878.058487672306,IMPS,6,279.34235848749535,0,1,0,0
T87,S2083@upi,U3961,3334.2559434398013,IMPS,0,12.672812627562243,1,0,0,0
T88,S2758@upi,U3684,1451.8202190047714,IMPS,17,166.88746672486246,0,1,0,1
T89,S1770@upi,U4033,4627.779192293398,IMPS,7,50.11881182375104,1,0,0,0
T90,S2728@upi,U4668,9620.42816230638,IMPS,1,201.0471209159717,0,1,0,0
T91,S339@upi,U4632,7713.334629157325,UPI,22,32.188801761794394,0,0,0,0
T92,S227@upi,U4282,5085.04904478327,UPI,12,123.88387845480017,1,0,0,0
T93,S1926@upi,U3952,5386.433991278907,UPI,0,37.87891160292861,1,0,0,1
T94,S2070@upi,U4440,4703.868683388791,UPI,20,141.097060095796,0,0,0,0
T95,S2333@upi,U3358,7304.377373774133,IMPS,11,93.14730150341197,1,1,0,0
T96,S1017@upi,U3180,9379.970850167612,UPI,7,145.17024020948432,1,0,0,0
T97,S2602@upi,U48,6176.575074677354,UPI,9,72.46108052944881,0,0,0,0
T98,S1695@upi,U4277,7093.103092839471,IMPS,10,62.71590535600106,0,0,0,0
T99,S1453@upi,U4640,3825.2761166028818,IMPS,7,9.082815312374604,0,1,0,1
T100,S329@upi,U2927,1326.785751607839,IMPS,0,292.8519244440295,1,0,0,0
T101,S2061@upi,U508,7089.270905711117,IMPS,3,249.13061701172307,0,0,0,0
T102,S2062@upi,U516,2137.2088148628163,UPI,6,164.22897783358346,1,0,0,0
T103,S237@upi,U3637,3695.882021054183,UPI,12,274.15717910704467,0,0,0,0
T104,S597@upi,U2538,5401.2275301721,UPI,14,49.096734662946766,1,0,0,0
T105,S2533@upi,U2705,5008.42193849136,IMPS,13,94.05730540633049,0,0,0,0
T106,S2742@upi,U2382,7034.119221128408,IMPS,4,82.56140627260551,0,0,0,0
T107,S1324@upi,U1972,5908.8340553483595,IMPS,2,26.232360625996563,0,0,0,1
T108,S1739@upi,U3549,2214.8658207764315,UPI,7,245.47839460657798,0,0,0,0
T109,S882@upi,U2799,3454.935935357674,IMPS,10,242.4201298790403,0,1,0,0
T110,S266@upi,U4173,1025.3650659483574,IMPS,21,280.5962037640824,0,0,1,1
T111,S1138@upi,U1088,7769.9117487660615,UPI,13,98.47872799888324,0,0,0,0
T112,S1458@upi,U2452,9833.105596230043,UPI,3,214.81725105203014,0,0,0,0
T113,S2478@upi,U768,7913.962996621977,UPI,13,58.70433004967518,1,0,0,0
T114,S902@upi,U750,8002.896433229956,IMPS,21,62.6001322833083,0,0,0,0
T115,S2380@upi,U4492,4870.414735578444,UPI,15,255.0856399932054,0,0,0,0
T116,S778@upi,U2882,9329.339896663614,IMPS,3,59.48631506493599,0,1,0,0
T117,S1110@upi,U4062,5105.56922701005,UPI,0,231.940058035048,0,0,0,0
T118,S1733@upi,U1904,4809.796971395263,UPI,1,254.71502091302972,0,0,0,0
T119,S2014@upi,U1935,3773.7508223076047,IMPS,3,272.80550181368886,0,1,1,0
T120,S2014@upi,U4408,9248.454365145022,UPI,19,172.16363237548728,0,0,0,0
T121,S419@upi,U3444,6726.953410600085,IMPS,9,30.646365153551532,0,0,1,0
T122,S410@upi,U2054,8998.801618158092,UPI,19,129.8147655093661,0,0,1,1
T123,S921@upi,U1347,5432.351142205069,IMPS,8,11.307343247605047,1,0,0,1
T124,S2142@upi,U2737,7716.919077783065,UPI,1,114.32233414034708,0,0,0,1
T125,S1115@upi,U1207,5028.964973061024,IMPS,6,131.79458836196568,0,0,0,0
T126,S1576@upi,U2146,1997.0043280452414,UPI,0,64.95890646328677,0,0,1,0
T127,S1066@upi,U3845,1769.0449897701749,UPI,17,151.72890311445713,0,0,0,0
T128,S2584@upi,U4061,2211.4542605570014,UPI,15,51.05857457114848,1,0,0,0
T129,S1196@upi,U3973,6817.030653854044,IMPS,10,69.5159094515111,0,0,0,0
T130,S1618@upi,U4169,1153.837023760609,IMPS,14,2.1352243497710433,0,1,0,1
T131,S1895@upi,U4976,2340.902115667969,UPI,20,171.5547723827785,0,0,0,0
T132,S1503@upi,U827,5216.141851114561,IMPS,15,33.36863555760324,0,0,0,0
T133,S2374@upi,U673,3485.2984489170794,IMPS,21,204.98935445084453,0,0,0,0
T134,S908@upi,U4778,4577.129424865992,UPI,6,42.89756076699283,0,0,0,0
T135,S1919@upi,U1329,5482.713518122954,IMPS,16,164.32941117128485,0,1,0,0
T136,S280@upi,U498,3747.227741070233,UPI,0,166.58576566308707,1,0,0,0
T137,S2078@upi,U2530,2953.9890746366827,UPI,12,291.9936135222834,0,0,0,0
T138,S447@upi,U265,614.6109335364935,IMPS,22,76.41748523095066,0,0,0,1
T139,S2243@upi,U1885,1708.3670706508158,IMPS,14,134.1009927842251,0,0,0,0
T140,S592@upi,U1871,1670.860235825561,IMPS,2,62.93339216555276,1,0,0,0
T141,S1210@upi,U4838,3728.12508383424,IMPS,13,63.1306222655121,0,0,0,0
T142,S1046@upi,U4005,3776.532113953364,UPI,0,215.90306867169002,0,0,1,1
T143,S289@upi,U911,7149.865352683214,UPI,15,208.4647229441281,0,0,0,0
T144,S1762@upi,U3199,5333.19278887272,UPI,10,52.80493044492325,1,0,0,0
T145,S2695@upi,U356,9373.45241042801,IMPS,8,157.94513643015466,1,1,0,0
T146,S9@upi,U681,7282.005904433022,UPI,9,135.47549420291696,0,0,0,0
T147,S285@upi,U1267,7148.5736145894725,IMPS,19,233.51469360375677,1,0,0,0
T148,S1064@upi,U3791,3417.6639367315415,UPI,0,270.07379991579677,0,0,0,0
T149,S2696@upi,U4067,1808.867530172975,UPI,7,238.18330991157893,1,0,0,0
T150,S1796@upi,U4769,810.0971243073386,UPI,16,165.64167932105778,0,0,0,0
T151,S2750@upi,U4428,6332.335615635993,IMPS,6,7.736019694799187,0,1,0,0
T152,S2631@upi,U3598,8238.59762422902,UPI,19,87.70777510108412,0,0,0,0
T153,S574@upi,U3979,2076.332288866799,UPI,22,119.47635798006667,0,0,0,1
T154,S2183@upi,U4785,9986.910384786386,UPI,8,174.95128989595167,0,0,1,0
T155,S1782@upi,U4656,4028.798677162515,UPI,19,198.72962338615628,0,0,0,0
T156,S453@upi,U2683,821.5748763823751,UPI,22,131.8112456905296,0,0,0,0
T157,S2841@upi,U1948,6754.640337082774,UPI,1,83.27510953615125,0,0,0,0
T158,S1824@upi,U1896,5616.860911359301,UPI,13,138.7925036999721,0,0,0,0
T159,S2389@upi,U3158,5778.609467061942,IMPS,7,240.90233707148042,0,0,1,0
T160,S1004@upi,U463,7723.332721526436,UPI,14,157.81213391840058,0,0,0,0
T161,S346@upi,U449,3354.324970147161,IMPS,1,150.60400757284887,0,1,0,0
T162,S2777@upi,U3251,583.4031735006183,IMPS,19,216.1204662309065,0,1,0,0
T163,S428@upi,U3767,8768.005549221618,UPI,2,285.7623234056479,0,0,0,0
T164,S1153@upi,U277,4394.936247463261,UPI,4,79.63516920914755,0,0,0,0
T165,S1086@upi,U190,2673.202722969635,UPI,11,72.5155182841307,0,0,1,0
T166,S1175@upi,U839,3659.652871974259,UPI,8,141.13004709543694,1,0,0,0
T167,S1913@upi,U3325,9683.930782916626,IMPS,7,57.952274696174015,0,1,0,0
T168,S166@upi,U2691,4728.113151828647,UPI,9,106.81203328379826,0,0,0,0
T169,S1667@upi,U1350,7736.194575159234,UPI,12,245.75734982580695,0,0,0,0
T170,S2032@upi,U882,8526.769901906864,IMPS,3,233.7445621365594,0,1,0,1
T171,S1336@upi,U4449,9031.298960038128,UPI,9,20.078631607922336,1,0,0,0
T172,S784@upi,U4177,7643.82928913753,UPI,18,216.72643253963943,0,0,0,1
T173,S2776@upi,U4213,6608.69106434735,UPI,15,182.25877096915536,0,0,0,1
T174,S2968@upi,U993,2538.9047363161526,IMPS,22,230.5928462664186,0,0,0,0
T175,S46@upi,U603,600.5008030894809,IMPS,5,175.15270953260264,1,1,0,0
T176,S1129@upi,U4387,6524.443283038841,IMPS,12,141.34557489676226,0,0,1,0
T177,S2335@upi,U203,4591.6204866894695,IMPS,14,174.6041405804303,1,0,0,1
T178,S121@upi,U724,2051.310499058852,UPI,20,64.94053039902572,0,0,0,0
T179,S491@upi,U4560,5003.551013643439,UPI,11,98.6092987054814,1,0,0,1
T180,S1441@upi,U995,8855.863369588573,IMPS,7,233.0384460588367,0,1,0,0
T181,S1684@upi,U1239,7673.728737156752,UPI,21,275.4448102800268,1,0,0,0
T182,S150@upi,U2089,8343.260166639448,IMPS,1,148.63397512460858,0,1,0,0
T183,S2552@upi,U4219,9432.275773445634,IMPS,18,217.43797451712837,0,1,0,0
T184,S502@upi,U2832,6213.9157790878035,IMPS,18,62.88487910306838,0,0,1,0
T185,S2451@upi,U2565,7577.888247492495,UPI,6,86.03077067074,0,0,0,0
T186,S2910@upi,U3479,9748.814679733423,IMPS,6,102.88971883401227,0,0,0,0
T187,S402@upi,U758,9854.154450947522,IMPS,22,85.40448818408682,0,0,0,0
T188,S2282@upi,U321,3554.209577870421,UPI,17,281.8479931585054,0,0,0,0
T189,S1504@upi,U741,7514.635040246872,IMPS,13,222.00669694714102,0,1,0,0
T190,S2470@upi,U2503,2623.587509415305,UPI,20,55.9598016615247,0,0,0,0
T191,S1326@upi,U4872,8785.678349468935,IMPS,22,113.74072655080558,0,1,0,0
T192,S1201@upi,U983,4641.364130699084,IMPS,2,39.29316890584851,0,0,0,0
T193,S2228@upi,U2573,3457.8240954930693,UPI,16,140.6669192265583,0,0,0,0
T194,S1426@upi,U206,1055.0414862709033,IMPS,8,250.45922905210938,0,1,0,0
T195,S2010@upi,U125,2987.672138937769,UPI,20,130.5837280069586,0,0,0,0
T196,S27@upi,U4114,1673.2331545061202,IMPS,15,97.99201280344546,0,0,0,0
T197,S652@upi,U2325,1033.27997464667,UPI,13,125.96712978141876,0,0,1,0
T198,S2160@upi,U3766,6404.296385209235,UPI,17,99.32772068673836,0,0,0,0
T199,S1887@upi,U71,5554.201806462202,UPI,21,35.93468966321007,0,0,0,0
T200,S2899@upi,U2419,706.0061875412204,IMPS,2,130.91337206534348,0,0,1,0
T201,S2307@upi,U2830,2044.275962717292,IMPS,0,145.9229213226676,0,0,0,0
T202,S2789@upi,U69,9266.181826318996,IMPS,17,91.78154213814003,0,0,0,0
T203,S1431@upi,U4615,6270.372861686477,UPI,5,100.47336596852311,0,0,0,0
T204,S1413@upi,U1126,1053.4383871654368,IMPS,3,45.13995246695573,0,0,0,0
T205,S271@upi,U2123,6959.912321222858,UPI,21,46.17895079169186,0,0,1,0
T206,S2728@upi,U1756,5852.302198590633,UPI,12,37.19577213470388,0,0,0,0
T207,S1879@upi,U4296,7424.785395925018,UPI,13,132.77176865370447,0,0,0,1
T208,S1299@upi,U2328,3147.785996979106,UPI,13,202.17534087041216,0,0,0,1
T209,S1920@upi,U3912,7664.945230398311,IMPS,13,20.95748713675942,1,0,0,0
T210,S1221@upi,U4450,2026.787214874276,UPI,5,133.5205281270677,0,0,0,0
T211,S1977@upi,U1561,3688.3347426636997,IMPS,6,137.98756808121234,0,0,0,0
T212,S2538@upi,U1664,2538.551655478216,IMPS,11,11.137077991389045,0,1,0,0
T213,S1139@upi,U1000,7491.287782287879,IMPS,15,144.5875672977728,1,1,0,0
T214,S1758@upi,U2808,4553.386363477511,IMPS,22,126.49743134713746,1,0,0,0
T215,S775@upi,U730,6844.536920665935,IMPS,10,185.20437521549968,0,0,0,1
T216,S2541@upi,U4210,1482.9802340923852,IMPS,6,132.0315055594095,0,1,0,0
T217,S2469@upi,U1591,6498.208346669284,IMPS,11,241.88908945412982,0,1,1,0
T218,S2515@upi,U1474,4437.680900089314,IMPS,11,67.84625811612827,0,1,0,0
T219,S342@upi,U3308,5486.650556288339,UPI,3,144.7044172589635,0,0,0,1
T220,S2087@upi,U2760,8300.824136007228,UPI,20,202.85964910859303,0,0,0,1
T221,S2294@upi,U3732,8560.82702694354,IMPS,9,185.47548854543427,1,1,0,0
T222,S527@upi,U3127,899.8676176490856,IMPS,6,259.86328415075974,0,1,0,0
T223,S2565@upi,U1810,5243.416997035499,UPI,12,35.50035633314044,0,0,1,0
T224,S2463@upi,U2191,6300.677059031625,IMPS,9,6.592501140344859,0,0,0,0
T225,S2221@upi,U3948,9327.73395538493,UPI,20,224.50789292858408,0,0,1,0
T226,S1908@upi,U2122,9201.90380729476,UPI,7,297.702305258345,0,0,0,0
T227,S1978@upi,U4620,8974.087128515326,UPI,3,184.25622578506935,1,0,0,0
T228,S2@upi,U3278,7286.849283427216,IMPS,4,63.16060130244661,0,0,0,0
T229,S786@upi,U916,2065.862532164838,IMPS,6,104.11442775060158,0,0,0,0
T230,S397@upi,U3682,1019.3175596386035,IMPS,12,45.260648819256645,0,1,0,0
T231,S932@upi,U2832,4331.468853973092,UPI,14,91.34060329297378,0,0,1,0
T232,S637@upi,U3044,4402.54225565154,IMPS,12,277.4728077539953,0,1,0,0
T233,S1859@upi,U998,4595.16781352093,UPI,14,80.31686444316347,0,0,0,1
T234,S40@upi,U933,1931.787621553492,UPI,8,211.66788685539402,0,0,0,0
T235,S838@upi,U512,8031.026998610769,IMPS,3,53.206618884346746,0,0,0,1
T236,S2691@upi,U4033,5696.64241777262,UPI,19,189.2959422480975,0,0,1,0
T237,S553@upi,U1728,6564.0547747864475,UPI,10,157.55379305335373,0,0,0,0
T238,S607@upi,U1302,9737.775120867846,IMPS,9,120.37193829038897,0,0,0,0
T239,S2795@upi,U2908,6328.422772184644,IMPS,5,154.2544289513663,1,0,1,0
T240,S2042@upi,U2922,3965.558519581002,IMPS,2,121.46183694780791,0,1,1,0
T241,S1112@upi,U4886,3917.972235698487,IMPS,2,21.357985469005445,0,1,0,0
T242,S2041@upi,U3941,1611.2796000519277,IMPS,22,293.01148168576213,0,1,0,1
T243,S2458@upi,U921,9980.458072876854,IMPS,10,46.1600521594562,0,0,0,1
T244,S2257@upi,U1838,4665.306036165887,IMPS,17,246.64628752647542,0,0,1,0
T245,S792@upi,U4336,8506.028758387072,IMPS,20,255.28789182613951,0,1,0,0
T246,S2907@upi,U2314,4502.438515389842,IMPS,13,117.49480222285806,0,0,0,0
T247,S1839@upi,U3147,6018.526669029141,UPI,18,205.0909382688793,0,0,0,0
T248,S786@upi,U317,2186.458325612816,IMPS,5,299.33430658513385,0,1,0,1
T249,S1216@upi,U2574,3774.276816120717,IMPS,0,252.9932164694595,1,0,0,0
T250,S1702@upi,U1089,9542.00423494573,IMPS,19,116.99654732488914,0,1,0,0
T251,S117@upi,U4446,4069.0516668567857,IMPS,17,58.56047353568954,0,1,0,0
T252,S339@upi,U3306,4746.474464175981,IMPS,4,244.86591276265725,1,1,1,0
T253,S2028@upi,U2627,6333.575550151206,IMPS,3,115.41750559255996,0,0,1,0
T254,S2119@upi,U3529,8176.602666198089,IMPS,18,22.1310684634782,0,0,0,0
T255,S2540@upi,U2511,7715.7003797541665,IMPS,19,109.25060435640945,0,0,1,0
T256,S2487@upi,U3043,2706.2469577993857,UPI,2,30.774416547482744,1,0,0,1
T257,S2910@upi,U3922,7123.00726139926,IMPS,0,213.28214150803007,0,0,0,0
T258,S2182@upi,U525,9607.844006423751,IMPS,17,250.77191820408467,1,0,0,0
T259,S146@upi,U3712,7308.916253799647,UPI,15,92.82182621569898,0,0,0,1
T260,S527@upi,U126,7834.732921290866,IMPS,13,62.525761230989524,1,0,1,0
T261,S2366@upi,U2554,1032.8212287527904,IMPS,13,199.36398921541192,0,0,0,0
T262,S1970@upi,U3628,5746.268155522115,IMPS,7,187.85231530759302,0,0,0,0
T263,S224@upi,U3766,3328.8698121282696,IMPS,7,89.66392124915107,0,0,0,0
T264,S1304@upi,U1117,3030.2846880821276,IMPS,1,110.98632027323498,0,1,0,0
T265,S403@upi,U1842,2901.7404764716844,UPI,17,104.44378231649738,0,0,0,0
T266,S2982@upi,U3298,3082.5626679189636,UPI,10,227.69577704412154,1,0,0,0
T267,S130@upi,U3094,6094.941296662421,IMPS,2,81.17345180166058,0,1,0,0
T268,S1560@upi,U4045,8966.76153245398,IMPS,2,84.93968791045332,0,0,0,0
T269,S1085@upi,U933,5640.181931023296,UPI,14,88.882664838215,0,0,0,0
T270,S1321@upi,U1312,9274.938548822345,UPI,2,152.3748777886218,0,0,0,0
T271,S35@upi,U4730,4352.022138067157,UPI,2,288.74249961517853,1,0,0,0
T272,S619@upi,U2114,7360.303194825246,UPI,0,141.20842917605935,0,0,0,0
T273,S2035@upi,U1418,3691.534980395616,UPI,5,18.60508116548705,1,0,0,1
T274,S1725@upi,U4022,9730.876599050038,IMPS,3,209.60464912584132,0,1,0,1
T275,S381@upi,U2941,2309.399798763833,IMPS,12,70.00749302081992,1,1,0,0
T276,S1699@upi,U4485,6497.749936345679,UPI,6,270.03473282583855,0,0,0,0
T277,S2631@upi,U1818,4327.139972122632,IMPS,9,247.47913249142675,0,0,0,0
T278,S2988@upi,U1756,6705.352114079765,IMPS,21,177.57258255433146,1,1,1,0
T279,S34@upi,U1262,4500.746183592543,IMPS,7,298.82732259607326,0,0,0,0
T280,S1484@upi,U652,9342.489353366564,IMPS,18,295.48246960904936,0,1,1,0
T281,S1351@upi,U3959,8909.282013078544,IMPS,21,219.7109298454346,1,0,1,0
T282,S1024@upi,U755,5951.087419804311,IMPS,19,26.19070593388811,1,1,0,0
T283,S506@upi,U1632,8749.810004467812,UPI,8,5.423666176957502,0,0,0,0
T284,S2880@upi,U515,6254.315730958221,UPI,19,52.38056446030414,0,0,1,0
T285,S1168@upi,U3140,7404.844867791727,UPI,6,203.83819372716732,0,0,0,0
T286,S458@upi,U4878,9704.013551773252,UPI,22,176.49212835513998,0,0,0,0
T287,S779@upi,U4095,9387.542020628525,IMPS,7,244.45538662552886,0,0,0,0
T288,S2563@upi,U3620,5851.7569946532185,UPI,8,230.67164315735383,0,0,1,0
T289,S1707@upi,U1037,9668.526837198635,UPI,14,72.44451473198832,0,0,0,0
T290,S202@upi,U4701,7977.331778543902,UPI,1,65.81796352435602,1,0,0,0
T291,S255@upi,U2970,4226.337918814468,UPI,11,222.92405780123966,0,0,0,0
T292,S2267@upi,U4034,7145.77204528853,UPI,15,42.48313041533045,1,0,0,0
T293,S1799@upi,U4937,8599.310705780661,UPI,2,220.44149338531508,0,0,0,0
T294,S1785@upi,U417,9082.455206695548,IMPS,12,259.19025122790106,0,0,0,0
T295,S1419@upi,U3533,2721.0458716659186,UPI,1,296.7434631769138,0,0,1,0
T296,S1820@upi,U2359,2515.120581534831,UPI,4,237.30179777379502,0,0,0,0
T297,S686@upi,U4581,6406.931369915881,IMPS,0,220.789398804177,1,1,1,0
T298,S261@upi,U1784,3400.1554070929183,IMPS,1,24.424792310353542,1,0,0,0
T299,S1695@upi,U362,2324.765120664381,IMPS,20,18.35263176469799,1,0,0,0
T300,S1288@upi,U162,6062.675603765842,UPI,13,274.4239414536041,0,0,1,1
T301,S1949@upi,U1873,1978.4809620821513,IMPS,2,153.57585994244448,0,0,0,1
T302,S543@upi,U2372,3394.499234406565,IMPS,9,293.893881875751,0,1,0,0
T303,S616@upi,U3458,4639.519003966091,IMPS,0,215.63054863416116,0,0,1,1
T304,S365@upi,U3759,2983.5894485159797,IMPS,18,64.20043808734279,1,1,0,0
T305,S1900@upi,U3672,4176.711133363928,IMPS,15,235.77348090284062,0,0,0,0
T306,S1674@upi,U4186,5364.405108696204,UPI,10,109.16104243198065,0,0,0,0
T307,S2146@upi,U702,4870.83683594466,UPI,15,142.02813291072354,0,0,0,0
T308,S938@upi,U1690,9073.899265141457,UPI,3,57.106588436392215,0,0,1,0
T309,S2716@upi,U356,1800.4048117924299,UPI,14,150.14564375660737,0,0,0,0
T310,S1456@upi,U3577,7712.495534925952,IMPS,13,53.138765465927655,0,0,0,0
T311,S1072@upi,U4934,5727.608387736589,UPI,18,51.60564514376647,0,0,0,0
